tag,sada,grp,instance_cnt,temp,inner_iters,min_temp,cooling,max_cycles,meas_cycles,success_rate,restarts_needed,cycles_needed,worst_success,worst_restarts,worst_cycles,q0.05_success,q0.05_restarts,q0.05_cycles,dest_temp_q0.05,duration
wuf20-91\M,wuf20-91,M,50,2,1000,0.001,0.9,72142,66234,0.9956,1,66234,0.84,2,132468,0.98,1,66234,0.627621,02:40:34.8984849
wuf20-91\M,wuf20-91,M,20,200,500,0.01,0.95,96538,68716,0.99875,1,68716,0.985,1,68716,0.985,1,68716,,
wuf20-91\M,wuf20-91,M,20,0.2,500,0.01,0.95,29202,27980,0.65575,3,83940,0.325,8,223840,0.325,8,223840,,
wuf20-91\M,wuf20-91,M,50,2,1000,0.01,0.95,103295,90498,1,1,90498,1,1,90498,1,1,90498,0.754707,02:12:52.4828336
wuf20-91\M,wuf20-91,M,50,2,1000,0.01,0.99,527178,460235,1,1,460235,1,1,460235,1,1,460235,1.21001,08:25:15.0270421
wuf20-91\N,wuf20-91,N,50,2,1000,0.1,0.3,2488,2282,0.784,2,4564,0.42,6,13692,0.46,5,11410,0.18,00:12:37.9711910
wuf20-91\N,wuf20-91,N,50,2,1000,0.333,0.3,1489,1368,0.5716,4,5472,0.24,11,15048,0.26,10,13680,0.6,00:08:11.2660034
wuf20-91\N,wuf20-91,N,50,2,500,0.01,0.1,1151,1226,0.5254,5,6130,0.096,30,36780,0.142,20,24520,0.02,03:09:26.4863480
wuf20-91\N,wuf20-91,N,50,2,1000,0.0333,0.3,3402,3232,0.7948,2,6464,0.28,10,32320,0.36,7,22624,0.18,00:14:31.9039193
wuf20-91\N,wuf20-91,N,50,2,1000,0.01,0.3,4401,4214,0.806,2,8428,0.36,7,29498,0.44,6,25284,0.18,00:08:17.3983308
wuf20-91\N,wuf20-91,N,50,2,1000,0.01,0.1,2301,2472,0.5836,4,9888,0.16,18,44496,0.18,16,39552,0.02,00:12:06.3796599
wuf20-91\N,wuf20-91,N,50,2,1000,0.00333,0.3,5314,5209,0.8132,2,10418,0.4,6,31254,0.5,5,26045,0.18,00:08:27.8980433
wuf20-91\N,wuf20-91,N,50,2,1000,0.001,0.3,6313,6196,0.8056,2,12392,0.36,7,43372,0.38,7,43372,0.18,00:09:09.7953269
wuf20-91\N,wuf20-91,N,50,2,1000,0.01,0.7,14855,12964,0.9628,1,12964,0.76,3,38892,0.78,2,25928,0.33614,00:40:25.7163023
wuf20-91\N,wuf20-91,N,50,2,1000,0.333,0.9,17015,13099,0.998,1,13099,0.94,2,26198,0.98,1,13099,0.627621,00:33:17.2896166
wuf20-91\N,wuf20-91,N,50,2,1000,0.1,0.9,28433,23322,0.9988,1,23322,0.96,1,23322,0.98,1,23322,0.564859,00:58:47.7497654
wuf20-91\N,wuf20-91,N,50,2,1000,0.0333,0.9,38870,32884,0.9988,1,32884,0.96,1,32884,0.98,1,32884,0.564859,01:40:06.2592722
wuf20-91\N,wuf20-91,N,20,0.5,500,0.01,0.95,38134,36498,0.9775,1,36498,0.635,3,109494,0.635,3,109494,,
wuf20-91\N,wuf20-91,N,50,2,1000,0.01,0.9,50288,44672,0.9996,1,44672,0.98,1,44672,1,1,44672,0.564859,00:41:40.3140761
wuf20-91\N,wuf20-91,N,20,2,500,0.01,0.95,51647,45796,0.99675,1,45796,0.935,2,91592,0.935,2,91592,,
wuf20-91\N,wuf20-91,N,50,2,1000,0.00333,0.9,60724,54660,0.9992,1,54660,0.98,1,54660,0.98,1,54660,0.627621,01:25:25.9969331
wuf20-91\N,wuf20-91,N,20,20,500,0.01,0.95,74093,57883,0.9982,1,57883,0.9648,1,57883,0.9648,1,57883,,
wuf20-91\N,wuf20-91,N,50,2,1000,0.001,0.9,72142,66637,0.9988,1,66637,0.98,1,66637,0.98,1,66637,0.564859,01:32:11.8593283
wuf20-91\N,wuf20-91,N,20,200,500,0.01,0.95,96538,69256,0.99925,1,69256,0.985,1,69256,0.985,1,69256,,
wuf20-91\N,wuf20-91,N,50,2,1000,0.01,0.95,103295,91314,1,1,91314,1,1,91314,1,1,91314,0.754707,02:13:11.2602506
wuf20-91\N,wuf20-91,N,20,0.2,500,0.01,0.95,29202,28475,0.61125,4,113900,0.21,13,370175,0.21,13,370175,,
wuf20-91\N,wuf20-91,N,50,2,1000,0.01,0.99,527178,464401,1,1,464401,1,1,464401,1,1,464401,1.18593,08:35:02.0592994
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.333,0.3,1489,1360,0.3784,7,9520,0.04,74,100640,0.18,16,21760,0.6,00:05:02.6536146
wuf20-91\Q,wuf20-91,Q,50,2,500,0.01,0.1,1151,1225,0.28872,9,11025,0.08,36,44100,0.09,32,39200,0.02,06:35:32.0633069
wuf20-91\R,wuf20-91,R,50,2,500,0.01,0.1,1151,1224,0.29552,9,11016,0.09,32,39168,0.126,23,28152,0.02,03:09:29.5806142
wuf20-91\R,wuf20-91,R,50,2,1000,0.0333,0.3,3402,3218,0.61,4,12872,0.24,11,35398,0.3,9,28962,0.18,00:14:32.1868522
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.1,0.3,2488,2271,0.5956,4,9084,0.12,24,54504,0.22,13,29523,0.18,00:05:28.2538434
wuf20-91\R,wuf20-91,R,50,2,1000,0.1,0.3,2488,2268,0.5876,4,9072,0.12,24,54432,0.2,14,31752,0.18,00:12:37.6726293
wuf20-91\R,wuf20-91,R,50,2,1000,0.333,0.3,1489,1361,0.3904,7,9527,0.1,29,39469,0.12,24,32664,0.6,00:08:08.8027343
wuf20-91\R,wuf20-91,R,50,2,1000,0.333,0.9,17015,12989,0.9772,1,12989,0.76,3,38967,0.86,2,25978,0.457536,00:33:11.1305109
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.333,0.9,17015,12998,0.9664,1,12998,0.76,3,38994,0.76,3,38994,0.508373,00:51:49.4100316
wuf20-91\R,wuf20-91,R,50,2,1000,0.1,0.9,28433,23079,0.9848,1,23079,0.82,2,46158,0.86,2,46158,0.457536,00:58:30.5050297
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.1,0.9,28433,23097,0.9748,1,23097,0.76,3,69291,0.82,2,46194,0.457536,01:06:43.3606418
wuf20-91\R,wuf20-91,R,50,2,1000,0.01,0.3,4401,4197,0.6064,4,16788,0.22,13,54561,0.24,11,46167,0.18,00:15:38.7770420
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.0333,0.9,38870,32591,0.9728,1,32591,0.76,3,97773,0.78,2,65182,0.457536,01:28:54.0197799
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.0333,0.3,3402,3219,0.594,4,12876,0.1,29,93351,0.18,16,51504,0.18,00:15:20.0968736
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.01,0.3,4401,4196,0.6096,4,16784,0.2,14,58744,0.22,13,54548,0.18,00:12:56.6308062
wuf20-91\R,wuf20-91,R,50,2,1000,0.0333,0.9,38870,32595,0.9784,1,32595,0.66,3,97785,0.88,2,65190,0.457536,01:39:24.7965533
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.01,0.1,2301,2467,0.3764,7,17269,0.12,24,59208,0.12,24,59208,0.2,00:12:34.3017906
wuf20-91\R,wuf20-91,R,50,2,1000,0.01,0.7,14855,12879,0.8364,2,25758,0.26,10,128790,0.52,5,64395,0.235298,00:24:34.7406814
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.01,0.9,50288,44402,0.9804,1,44402,0.78,2,88804,0.86,2,88804,0.457536,01:05:49.8644575
wuf20-91\R,wuf20-91,R,50,2,1000,0.01,0.9,50288,44415,0.9852,1,44415,0.8,2,88830,0.9,2,88830,0.457536,00:54:35.3390785
wuf20-91\R,wuf20-91,R,50,2,1000,0.00333,0.3,5314,5188,0.5916,4,20752,0.1,29,150452,0.22,13,67444,0.18,00:08:25.7333273
wuf20-91\R,wuf20-91,R,50,2,1000,0.001,0.3,6313,6177,0.6136,4,24708,0.16,18,111186,0.24,11,67947,0.18,00:09:11.6531372
wuf20-91\R,wuf20-91,R,20,2,500,0.01,0.95,51647,45071,0.99225,1,45071,0.955,1,45071,0.955,1,45071,,
wuf20-91\R,wuf20-91,R,50,2,1000,0.01,0.1,2301,2467,0.3784,7,17269,0.04,74,182558,0.1,29,71543,0.2,00:15:50.1638835
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.01,0.7,14855,12881,0.834,2,25762,0.4,6,77286,0.44,6,77286,0.33614,00:19:49.7229839
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.001,0.3,6313,6175,0.5892,4,24700,0.16,18,111150,0.2,14,86450,0.18,00:18:42.4876078
wuf20-91\Q,wuf20-91,Q,20,2,500,0.01,0.95,51647,45161,0.9687,1,45161,0.845,2,90322,0.845,2,90322,,
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.00333,0.9,60724,54303,0.9768,1,54303,0.74,3,162909,0.82,2,108606,0.457536,05:31:02.9235275
wuf20-91\R,wuf20-91,R,50,2,1000,0.00333,0.9,60724,54325,0.9808,1,54325,0.78,2,108650,0.78,2,108650,0.457536,01:26:00.1722057
wuf20-91\R,wuf20-91,R,20,20,500,0.01,0.95,74093,57149,0.995,1,57149,0.965,1,57149,0.965,1,57149,,
wuf20-91\Q,wuf20-91,Q,20,20,500,0.01,0.95,74093,57238,0.971,1,57238,0.85,2,114476,0.85,2,114476,,
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.001,0.9,72142,66224,0.9776,1,66224,0.72,3,198672,0.84,2,132448,0.457536,02:41:27.0870902
wuf20-91\R,wuf20-91,R,50,2,1000,0.001,0.9,72142,66233,0.9848,1,66233,0.78,2,132466,0.84,2,132466,0.457536,01:31:37.9358917
wuf20-91\R,wuf20-91,R,20,200,500,0.01,0.95,96538,68509,0.9935,1,68509,0.955,1,68509,0.955,1,68509,,
wuf20-91\Q,wuf20-91,Q,20,200,500,0.01,0.95,96538,68617,0.9705,1,68617,0.845,2,137234,0.845,2,137234,,
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.00333,0.3,5314,5186,0.584,4,20744,0.1,29,150394,0.12,24,124464,0.18,00:10:18.9599827
wuf20-91\R,wuf20-91,R,20,0.5,500,0.01,0.95,38134,35838,0.94425,2,71676,0.77,3,107514,0.77,3,107514,,
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.01,0.95,103295,90702,0.9984,1,90702,0.94,2,181404,0.98,1,90702,0.647067,02:13:04.4996988
wuf20-91\R,wuf20-91,R,50,2,1000,0.01,0.95,103295,90748,0.9984,1,90748,0.98,1,90748,0.98,1,90748,0.614714,02:13:09.7553500
wuf20-91\Q,wuf20-91,Q,20,0.5,500,0.01,0.95,38134,35931,0.84225,2,71862,0.515,5,179655,0.515,5,179655,,
wuf20-91\R,wuf20-91,R,20,0.2,500,0.01,0.95,29202,28152,0.49525,5,140760,0.21,13,365976,0.21,13,365976,,
wuf20-91\Q,wuf20-91,Q,50,2,1000,0.01,0.99,527178,461080,1,1,461080,1,1,461080,1,1,461080,1.08337,08:38:32.7212092
wuf20-91\R,wuf20-91,R,50,2,1000,0.01,0.99,527178,462085,1,1,462085,1,1,462085,1,1,462085,1.06181,08:31:58.4858359
wuf20-91\Q,wuf20-91,Q,20,0.2,500,0.01,0.95,29202,28200,0.385,7,197400,0.12,24,676800,0.12,24,676800,,
wuf50-218\M,wuf50-218,M,50,2,1000,0.01,0.1,2301,2394,0.23,12,28728,0.06,49,117306,0.06,49,117306,0.02,01:29:42.8640920
wuf50-218\M,wuf50-218,M,50,2,500,0.01,0.1,1151,1179,0.11312,25,29475,0.024,124,146196,0.026,114,134406,0.02,07:19:17.6308470
wuf50-218\M,wuf50-218,M,50,2,1000,0.01,0.3,4401,4094,0.3272,8,32752,0.06,49,200606,0.06,49,200606,0.0162,01:08:00.8665633
wuf50-218\M,wuf50-218,M,50,2,1000,0.00333,0.3,5314,5073,0.332,8,40584,0.04,74,375402,0.08,36,182628,0.00486,00:23:54.6795544
wuf50-218\M,wuf50-218,M,50,2,1000,0.0333,0.3,3402,3141,0.2144,13,40833,0,1000000,3141000000,0.02,149,468009,0.054,00:20:41.4817662
wuf50-218\M,wuf50-218,M,50,2,1000,0.001,0.3,6313,6063,0.3376,8,48504,0,1000000,6063000000,0.06,49,297087,0.00486,00:23:12.5283282
wuf50-218\M,wuf50-218,M,50,2,1000,0.01,0.7,14855,12612,0.4948,5,63060,0.08,36,454032,0.1,29,365748,0.0276826,02:07:53.2280328
wuf50-218\M,wuf50-218,M,50,2,1000,0.1,0.3,2488,2225,0.0924,31,68975,0,1000000,2225000000,0,1000000,2225000000,0.18,00:07:59.7863023
wuf50-218\M,wuf50-218,M,50,2,1000,0.1,0.9,28433,22812,0.628,4,91248,0.24,11,250932,0.26,10,228120,0.129222,02:20:19.8318760
wuf50-218\M,wuf50-218,M,50,2,1000,0.0333,0.9,38870,32113,0.6564,3,96339,0.22,13,417469,0.24,11,353243,0.10467,03:10:07.2433371
wuf50-218\M,wuf50-218,M,50,2,1000,0.01,0.9,50288,43578,0.6828,3,130734,0.2,14,610092,0.24,11,479358,0.0942026,05:21:08.4567545
wuf50-218\M,wuf50-218,M,20,2,500,0.01,0.95,51647,44397,0.6355,3,133191,0.155,18,799146,0.155,18,799146,,
wuf50-218\M,wuf50-218,M,50,2,500,0.01,0.95,51647,44492,0.678,3,133476,0.26,10,444920,0.3,9,400428,0.083156,05:18:17.3652004
wuf50-218\M,wuf50-218,M,50,2,1000,0.00333,0.9,60724,53433,0.6768,3,160299,0.18,16,854928,0.22,13,694629,0.0847823,04:28:07.7310206
wuf50-218\M,wuf50-218,M,20,20,500,0.01,0.95,74093,56447,0.64125,3,169341,0.23,12,677364,0.23,12,677364,,
wuf50-218\M,wuf50-218,M,50,2,1000,0.01,0.95,103295,89171,0.8024,2,178342,0.3,9,802539,0.32,8,713368,0.146195,10:28:22.4483323
wuf50-218\M,wuf50-218,M,50,2,1000,0.333,0.9,17015,12865,0.2012,14,180110,0.02,149,1916885,0.02,149,1916885,0.333544,04:36:15.1362647
wuf50-218\M,wuf50-218,M,50,2,1000,0.001,0.9,72142,65367,0.6772,3,196101,0.2,14,915138,0.26,10,653670,0.0942026,03:27:00.3116481
wuf50-218\M,wuf50-218,M,20,0.2,500,0.01,0.95,29202,27524,0.3365,8,220192,0.11,26,715624,0.11,26,715624,,
wuf50-218\M,wuf50-218,M,20,200,500,0.01,0.95,96538,67802,0.631,4,271208,0.19,15,1017030,0.19,15,1017030,,
wuf50-218\M,wuf50-218,M,50,2,2000,0.01,0.95,206589,178448,0.892,2,356896,0.44,6,1070688,0.56,4,713792,0.209348,16:07:46.3618553
wuf50-218\M,wuf50-218,M,50,2,4000,0.01,0.95,413178,357161,0.9544,1,357161,0.42,6,2142966,0.82,2,714322,0.257024,1.08:46:54.1209735
wuf50-218\M,wuf50-218,M,50,2,1000,0.01,0.99,527178,453822,0.9652,1,453822,0.52,5,2269110,0.8,2,907644,0.26528,1.11:04:20.2334166
wuf50-218\M,wuf50-218,M,50,2,1000,0.333,0.3,1489,1342,0.0016,1871,2510 882,0,1000000,1342000000,0,1000000,1342000000,0.6,00:07:20.4492603
wuf50-218\N,wuf50-218,N,50,2,1000,0.01,0.1,2301,2387,0.2152,13,31031,0,1000000,2387000000,0.04,74,176638,0.02,00:43:37.3245065
wuf50-218\N,wuf50-218,N,50,2,1000,0.01,0.3,4401,4078,0.3268,8,32624,0.04,74,301772,0.04,74,301772,0.0162,00:56:41.8388525
wuf50-218\N,wuf50-218,N,50,2,500,0.01,0.1,1151,1177,0.1018,28,32956,0.018,165,194205,0.022,135,158895,0.02,03:26:32.0748591
wuf50-218\N,wuf50-218,N,50,2,1000,0.00333,0.3,5314,5057,0.362,7,35399,0,1000000,5057000000,0.02,149,753493,0.00486,00:13:33.2144770
wuf50-218\N,wuf50-218,N,50,2,1000,0.001,0.3,6313,6047,0.3548,7,42329,0.02,149,901003,0.02,149,901003,0.00486,00:14:56.5957088
wuf50-218\N,wuf50-218,N,50,2,1000,0.0333,0.3,3402,3130,0.1972,14,43820,0,1000000,3130000000,0.02,149,466370,0.054,00:17:41.5913575
wuf50-218\N,wuf50-218,N,50,2,1000,0.01,0.7,14855,12536,0.5132,5,62680,0.06,49,614264,0.06,49,614264,0.0193778,02:24:23.1162658
wuf50-218\N,wuf50-218,N,50,2,1000,0.1,0.3,2488,2218,0.0736,40,88720,0,1000000,2218000000,0,1000000,2218000000,0.18,00:08:25.4780724
wuf50-218\N,wuf50-218,N,50,2,1000,0.1,0.9,28433,22697,0.5948,4,90788,0.14,20,453940,0.16,18,408546,0.116299,01:19:13.9474790
wuf50-218\N,wuf50-218,N,50,2,1000,0.0333,0.9,38870,31894,0.6592,3,95682,0.12,24,765456,0.18,16,510304,0.0686737,06:20:19.0025330
wuf50-218\N,wuf50-218,N,50,2,1000,0.01,0.9,50288,43260,0.6588,3,129780,0.1,29,1254540,0.18,16,692160,0.0686737,01:06:21.3831831
wuf50-218\N,wuf50-218,N,50,2,500,0.01,0.95,51647,44173,0.6612,3,132519,0.2,14,618422,0.2,14,618422,0.0712959,05:16:33.3968703
wuf50-218\N,wuf50-218,N,50,2,1000,0.00333,0.9,60724,53087,0.6728,3,159261,0.12,24,1274088,0.2,14,743218,0.0618063,01:55:36.6717539
wuf50-218\N,wuf50-218,N,20,2,500,0.01,0.95,51647,44377,0.63025,4,177508,0.23,12,532524,0.23,12,532524,,
wuf50-218\N,wuf50-218,N,50,2,1000,0.001,0.9,72142,64997,0.6652,3,194991,0.1,29,1884913,0.16,18,1169946,0.0686737,03:02:27.1306560
wuf50-218\N,wuf50-218,N,20,0.2,500,0.01,0.95,29202,27536,0.33225,8,220288,0.12,24,660864,0.12,24,660864,,
wuf50-218\N,wuf50-218,N,20,20,500,0.01,0.95,74093,56441,0.6185,4,225764,0.195,14,790174,0.195,14,790174,,
wuf50-218\N,wuf50-218,N,50,2,1000,0.333,0.9,17015,12840,0.1536,18,231120,0,1000000,12840000000,0.02,149,1913160,0.333544,00:39:23.7119516
wuf50-218\N,wuf50-218,N,50,2,1000,0.01,0.95,103295,88447,0.766,3,265341,0.28,10,884470,0.32,8,707576,0.125344,10:20:03.3219889
wuf50-218\N,wuf50-218,N,20,200,500,0.01,0.95,96538,67785,0.60975,4,271140,0.23,12,813420,0.23,12,813420,,
wuf50-218\N,wuf50-218,N,50,2,2000,0.01,0.95,206589,177051,0.8744,2,354102,0.46,5,885255,0.46,5,885255,0.17949,15:03:51.8373794
wuf50-218\N,wuf50-218,N,50,2,1000,0.01,0.99,527178,450264,0.9684,1,450264,0.72,3,1350792,0.8,2,900528,0.239914,1.11:29:32.9840886
wuf50-218\N,wuf50-218,N,50,2,4000,0.01,0.95,413178,354273,0.9476,2,708546,0.48,5,1771365,0.7,3,1062819,0.220366,1.08:34:18.7204619
wuf50-218\N,wuf50-218,N,50,2,1000,0.333,0.3,1489,1342,0.0008,3744,5024 448,0,1000000,1342000000,0,1000000,1342000000,0.6,00:06:58.2545044
wuf50-218\R,wuf50-218,R,50,2,1000,0.00333,0.3,5314,5069,0.1276,22,111518,0,1000000,5069000000,0.02,149,755281,0.00486,00:13:39.0888375
wuf50-218\R,wuf50-218,R,50,2,1000,0.1,0.9,28433,22703,0.3684,7,158921,0.04,74,1680022,0.08,36,817308,0.116299,01:19:35.1728327
wuf50-218\Q,wuf50-218,Q,50,2,500,0.01,0.1,1151,1180,0.02284,130,153400,0.002,1497,1766460,0.004,748,882640,0.02,07:19:43.0384926
wuf50-218\R,wuf50-218,R,50,2,500,0.01,0.1,1151,1181,0.02432,122,144082,0.002,1497,1767957,0.004,748,883388,0.02,03:26:45.9922230
wuf50-218\R,wuf50-218,R,50,2,1000,0.001,0.3,6313,6055,0.1224,23,139265,0,1000000,6055000000,0.02,149,902195,0.00486,00:14:54.5781024
wuf50-218\R,wuf50-218,R,50,2,1000,0.0333,0.9,38870,31950,0.3844,7,223650,0.06,49,1565550,0.06,49,1565550,0.0847823,06:21:19.8912252
wuf50-218\R,wuf50-218,R,20,0.2,500,0.01,0.95,29202,27544,0.1335,21,578424,0.045,66,1817904,0.045,66,1817904,,
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.01,0.7,14855,12552,0.1812,15,188280,0,1000000,12552000000,0.02,149,1870248,0.0193778,02:06:54.0658113
wuf50-218\R,wuf50-218,R,50,2,1000,0.01,0.7,14855,12578,0.2568,11,138358,0.02,149,1874122,0.02,149,1874122,0.0276826,02:07:03.1371130
wuf50-218\R,wuf50-218,R,50,2,1000,0.01,0.9,50288,43442,0.4048,6,260652,0.02,149,6472858,0.06,49,2128658,0.0763041,05:20:32.3802031
wuf50-218\R,wuf50-218,R,50,2,1000,0.00333,0.9,60724,53245,0.4004,6,319470,0.06,49,2609005,0.06,49,2609005,0.0686737,01:56:29.1379839
wuf50-218\R,wuf50-218,R,20,20,500,0.01,0.95,74093,56308,0.2355,12,675696,0.055,53,2984324,0.055,53,2984324,,
wuf50-218\R,wuf50-218,R,50,2,1000,0.001,0.9,72142,65144,0.414,6,390864,0.04,74,4820656,0.06,49,3192056,0.0763041,03:01:39.0826805
wuf50-218\R,wuf50-218,R,50,2,1000,0.01,0.95,103295,88801,0.5096,5,444005,0.06,49,4351249,0.06,49,4351249,0.119077,10:26:59.6663710
wuf50-218\Q,wuf50-218,Q,50,2,500,0.01,0.95,51647,44212,0.292,9,397908,0.02,149,6587588,0.04,74,3271688,0.0643445,05:15:58.4363154
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.1,0.9,28433,22669,0.2712,10,226690,0,1000000,22669000000,0.02,149,3377681,0.116299,02:19:37.3514553
wuf50-218\R,wuf50-218,R,50,2,2000,0.01,0.95,206589,177733,0.6516,3,533199,0.08,36,6398388,0.14,20,3554660,0.170515,15:12:06.8204053
wuf50-218\Q,wuf50-218,Q,20,2,500,0.01,0.95,51647,44014,0.29275,9,396126,0.035,85,3741190,0.035,85,3741190,,
wuf50-218\R,wuf50-218,R,20,2,500,0.01,0.95,51647,44265,0.22975,12,531180,0.035,85,3762525,0.035,85,3762525,,
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.00333,0.9,60724,53095,0.302,9,477855,0.02,149,7911155,0.04,74,3929030,0.0618063,04:27:53.9894300
wuf50-218\Q,wuf50-218,Q,20,0.2,500,0.01,0.95,29202,27358,0.1585,18,492444,0.02,149,4076342,0.02,149,4076342,,
wuf50-218\Q,wuf50-218,Q,20,20,500,0.01,0.95,74093,56073,0.282,10,560730,0.04,74,4149402,0.04,74,4149402,,
wuf50-218\Q,wuf50-218,Q,50,2,2000,0.01,0.95,206589,177154,0.5176,5,885770,0.06,49,8680546,0.12,24,4251696,0.161989,15:06:55.4065530
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.01,0.95,103295,88529,0.3872,7,619703,0.04,74,6551146,0.08,36,3187044,0.107467,10:23:44.8081684
wuf50-218\R,wuf50-218,R,20,200,500,0.01,0.95,96538,67690,0.24525,11,744590,0.045,66,4467540,0.045,66,4467540,,
wuf50-218\R,wuf50-218,R,50,2,4000,0.01,0.95,413178,355721,0.7912,2,711442,0.12,24,8537304,0.22,13,4624373,0.209348,1.08:44:20.8471875
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.0333,0.9,38870,31890,0.2876,9,287010,0,1000000,31890000000,0.02,149,4751610,0.0686737,03:08:38.0908972
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.001,0.9,72142,64925,0.2888,9,584325,0.02,149,9673825,0.04,74,4804450,0.0618063,03:25:18.5079205
wuf50-218\Q,wuf50-218,Q,50,2,4000,0.01,0.95,413178,354573,0.676,3,1063 719,0.12,24,8509752,0.2,14,4964022,0.188936,1.08:42:18.4024794
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.01,0.99,527178,450657,0.7344,3,1351 971,0.1,29,13069053,0.22,13,5858541,0.20634,1.12:42:41.1637440
wuf50-218\R,wuf50-218,R,50,2,1000,0.01,0.99,527178,451989,0.826,2,903978,0.2,14,6327846,0.2,14,6327846,0.219166,1.10:54:36.8465490
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.01,0.9,50288,43289,0.2804,10,432890,0.02,149,6450061,0.02,149,6450061,0.0686737,05:28:09.3572778
wuf50-218\R,wuf50-218,R,50,2,500,0.01,0.95,51647,44340,0.3996,6,266040,0.02,149,6606660,0.02,149,6606660,0.0677311,05:17:50.4098159
wuf50-218\Q,wuf50-218,Q,20,200,500,0.01,0.95,96538,67431,0.28425,9,606879,0.03,99,6675669,0.03,99,6675669,,
wuf50-218\R,wuf50-218,R,50,2,1000,0.333,0.3,1489,1340,0.0008,3744,5016 960,0,1000000,1340000000,0,1000000,1340000000,0.6,00:06:56.2465453
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.333,0.3,1489,1341,0.0008,3744,5020 704,0,1000000,1341000000,0,1000000,1341000000,0.6,00:07:20.8841051
wuf50-218\R,wuf50-218,R,50,2,1000,0.1,0.3,2488,2220,0.0448,66,146520,0,1000000,2220000000,0,1000000,2220000000,0.18,00:08:22.4816503
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.1,0.3,2488,2221,0.0372,80,177680,0,1000000,2221000000,0,1000000,2221000000,0.18,00:07:59.9800378
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.01,0.1,2301,2392,0.0504,58,138736,0,1000000,2392000000,0,1000000,2392000000,0.02,00:47:01.2941402
wuf50-218\R,wuf50-218,R,50,2,1000,0.01,0.1,2301,2396,0.0588,50,119800,0,1000000,2396000000,0,1000000,2396000000,0.02,01:29:30.9348647
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.0333,0.3,3402,3134,0.0752,39,122226,0,1000000,3134000000,0,1000000,3134000000,0.054,00:20:42.7569694
wuf50-218\R,wuf50-218,R,50,2,1000,0.0333,0.3,3402,3134,0.088,33,103422,0,1000000,3134000000,0,1000000,3134000000,0.054,00:17:45.0897188
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.01,0.3,4401,4083,0.082,36,146988,0,1000000,4083000000,0,1000000,4083000000,0.0162,01:38:14.9496001
wuf50-218\R,wuf50-218,R,50,2,1000,0.01,0.3,4401,4091,0.1232,23,94093,0,1000000,4091000000,0,1000000,4091000000,0.0162,01:08:53.9088969
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.00333,0.3,5314,5060,0.1024,28,141680,0,1000000,5060000000,0,1000000,5060000000,0.00486,00:23:40.4778512
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.001,0.3,6313,6041,0.1016,28,169148,0,1000000,6041000000,0,1000000,6041000000,0.00486,00:23:18.4877950
wuf50-218\R,wuf50-218,R,50,2,1000,0.333,0.9,17015,12820,0.0724,40,512800,0,1000000,12820000000,0,1000000,12820000000,0.333544,00:40:40.1669381
wuf50-218\Q,wuf50-218,Q,50,2,1000,0.333,0.9,17015,12827,0.0604,49,628523,0,1000000,12827000000,0,1000000,12827000000,0.333544,04:35:16.2671168
wuf75-325\M,wuf75-325,M,50,2,1000,0.001,0.3,6313,5982,0.2,14,83748,0.02,149,891318,0.06,49,293118,0.001458,00:23:07.9110819
wuf75-325\M,wuf75-325,M,50,2,1000,0.00333,0.3,5314,5002,0.16,18,90036,0.02,149,745298,0.04,74,370148,0.00486,00:31:02.6654141
wuf75-325\M,wuf75-325,M,50,2,1000,0.01,0.3,4401,4035,0.0824,35,141225,0,1000000,4035000000,0.02,149,601215,0.0162,01:02:13.6995037
wuf75-325\M,wuf75-325,M,50,2,1000,0.01,0.7,14855,12457,0.2252,12,149484,0.06,49,610393,0.08,36,448452,0.0135645,02:52:11.0925572
